Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0016032~viral process	134	2.5230653360948976	1.8420043319266098E-9	NM_016141, NM_006486, NM_030653, NM_001065, NM_005548, NM_002116, NM_002117, NM_212479, NM_006879, NM_002392, NM_015231, NM_018087, NM_006098, NM_014294, NM_002504, NM_001514, NM_007342, NM_001350, NM_018992, NM_001048194, NM_015135, NM_001003398, NM_003137, NM_001269, NM_033632, NM_002105, NM_004364, NM_024098, NM_006325, NM_022170, NM_020529, NM_003746, NM_016451, NM_001015885, NM_000400, NM_001996, NM_138763, NM_005923, NM_001008895, NM_002273, NM_182706, NM_002798, NM_003718, NM_002794, NM_002136, NM_002895, NM_006410, NM_001809, NM_002520, NM_002788, NM_003113, NM_003011, NM_012238, NM_005469, NM_006391, NM_199185, NM_006597, NM_003461, NM_058243, NM_016320, NM_031992, NM_031262, NM_002882, NM_001151, NM_001152, NM_004336, NM_002792, NM_002532, NM_002793, NM_006990, NM_005470, NM_025155, NM_002342, NM_013286, NM_002350, NM_014669, NM_025021, NM_002156, NM_000546, NM_002940, NM_003404, NM_000224, NM_003286, NM_005053, NM_002804, NM_002801, NM_153201, NM_000122, NM_006054, NM_001212, NM_001967, NM_001968, NM_012311, NM_015665, NM_005594, NM_003380, NM_172020, NM_201430, NM_024057, NM_015358, NM_003592, NM_003591, NM_014248, NM_001790, NM_006372, NM_020839, NM_012117, NM_004431, NM_194259, NM_004087, NM_014089, NM_020982, NM_183001, NM_181715, NM_031216, NM_017590, NM_139346, NM_006761, NM_153719, NM_198887, NM_213662, NM_182917, NM_006267, NM_013320, NM_145799, NM_018026, NM_002184, NM_138957, NM_001237, NM_003173, NM_015156, NM_001005781, NM_004606, NM_003362, NM_147133, NM_002745, NM_001416, NM_182923, NM_001745, NM_007172, NM_002577, NM_017859, NM_006951	4776	299	16792	1.5756934057130692	1.377993943763034E-5	1.2527296137099242E-6	3.65409292824026E-6
GOTERM_BP_DIRECT	GO:0070126~mitochondrial translational termination	51	0.9602711353794013	7.800940433456838E-9	NM_032351, NM_020409, NM_032111, NM_001014990, NM_172251, NM_001545, NM_152269, NM_017840, NM_016504, NM_032014, NM_016071, NM_016070, NM_148887, NM_015084, NM_022839, NM_014161, NM_031901, NM_053050, NM_007208, NM_016065, NM_182640, NM_017446, NM_015971, NM_022061, NM_032476, NM_032479, NM_032478, NM_022163, NM_172178, NM_019051, NM_181304, NM_017971, NM_015969, NM_021134, NM_176794, NM_032380, NM_145729, NM_016055, NM_138777, NM_145644, NM_033281, NM_014175, NM_016050, NM_019041, NM_023936, NM_020236, NM_170681, NM_199177, NM_014046, NM_020191, NM_015950, NM_022100, NM_015956	4776	86	16792	2.085018113824938	5.8357132884157004E-5	4.863224485118778E-6	1.547518606592746E-5
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	86	1.6192807380907552	4.458459749046861E-8	NM_207660, NM_015167, NM_032626, NM_182976, NM_014460, NM_001112, NM_014463, NM_025265, NM_001212, NM_005105, NM_033266, NM_018048, NM_003016, NM_018702, NM_012311, NM_003137, NM_174907, NM_032284, NM_004247, NM_014309, NM_004906, NM_012255, NM_001008697, NM_005871, NM_016507, NM_005826, NM_022877, NM_005088, NM_006775, NM_207296, NM_005676, NM_001011724, NM_019610, NM_018077, NM_006924, NM_014977, NM_013261, NM_003594, NM_001533, NM_001040285, NM_012118, NM_144778, NM_005839, NM_203350, NM_001031684, NM_183009, NM_015496, NM_000344, NM_007363, NM_012322, NM_005626, NM_152858, NM_002136, NM_002137, NM_017969, NM_138394, NM_032141, NM_014892, NM_022118, NM_005877, NM_014884, NM_006758, NM_032195, NM_173829, NM_018025, NM_032881, NM_144571, NM_018061, NM_003616, NM_003904, NM_006558, NM_007359, NM_007165, NM_006590, NM_003769, NM_007375, NM_198700, NM_018383, NM_138927, NM_005066, NM_016355, NM_017758, NM_005850, NM_006805, NM_006802, NM_007279, NM_013286, NM_005119, NM_002730	4776	179	16792	1.6892095486744712	3.3348176361280846E-4	2.5656392486195223E-5	8.844506723670875E-5
GOTERM_BP_DIRECT	GO:0006412~translation	113	2.127659574468085	4.703591341011357E-8	NM_001349, NM_005008, NM_018843, NM_005687, NM_000989, NM_017909, NM_001516, NM_032111, NM_012154, NM_000986, NM_013407, NM_002109, NM_033301, NM_016071, NM_016070, NM_148887, NM_016955, NM_022839, NM_014161, NM_031901, NM_207117, NM_000991, NM_213651, NM_021927, NM_022734, NM_004096, NM_182640, NM_024026, NM_003705, NM_022061, NM_006620, NM_000387, NM_017971, NM_181304, NM_016016, NM_000969, NM_016304, NM_021134, NM_000967, NM_000968, NM_030780, NM_138777, NM_178526, NM_005061, NM_145644, NM_001001, NM_001004, NM_005984, NM_001005, NM_001007, NM_001151, NM_001152, NM_016093, NM_000978, NM_000979, NM_001011, NM_199177, NM_014046, NM_173471, NM_000972, NM_015659, NM_002948, NM_006836, NM_001034172, NM_001016, NM_001014990, NM_004247, NM_005594, NM_001032, NM_017840, NM_016504, NM_032014, NM_018224, NM_017838, NM_003819, NM_007208, NM_182556, NM_003951, NM_031212, NM_016065, NM_006358, NM_015971, NM_002759, NM_032476, NM_000661, NM_032479, NM_052969, NM_001636, NM_172178, NM_015969, NM_033625, NM_003562, NM_002180, NM_182917, NM_005228, NM_145305, NM_176794, NM_022803, NM_145729, NM_021937, NM_014175, NM_033281, NM_001007074, NM_016050, NM_001007071, NM_018155, NM_173637, NM_020236, NM_003355, NM_033412, NM_022100, NM_003973, NM_015950, NM_015956	4776	253	16792	1.5703484484345311	3.518137753338868E-4	2.5133661024190346E-5	9.330788350858654E-5
GOTERM_BP_DIRECT	GO:0070125~mitochondrial translational elongation	49	0.9226134437958953	5.524444616386358E-8	NM_016065, NM_182640, NM_017446, NM_032351, NM_015971, NM_022061, NM_032476, NM_032479, NM_032478, NM_022163, NM_019051, NM_172178, NM_017971, NM_181304, NM_015969, NM_020409, NM_021134, NM_032111, NM_172251, NM_001014990, NM_176794, NM_001545, NM_032380, NM_145729, NM_016055, NM_145644, NM_017840, NM_014175, NM_033281, NM_016504, NM_032014, NM_016050, NM_023936, NM_016071, NM_016070, NM_024996, NM_148887, NM_015084, NM_020236, NM_022839, NM_014161, NM_170681, NM_031901, NM_014046, NM_020191, NM_053050, NM_022100, NM_015950, NM_007208, NM_015956	4776	85	16792	2.0268203763917625	4.131983229556102E-4	2.7551867967323673E-5	1.0959161997892153E-4
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	98	1.8452268875917905	9.236257117065805E-8	NM_005008, NM_017706, NM_018256, NM_031480, NM_000989, NM_006191, NM_020143, NM_015324, NM_152383, NM_000986, NM_012255, NM_007043, NM_015420, NM_007042, NM_024098, NM_033301, NM_006331, NM_058219, NM_032830, NM_033112, NM_006333, NM_000991, NM_015004, NM_014740, NM_003703, NM_016312, NM_000969, NM_000967, NM_000968, NM_058197, NM_032656, NM_005061, NM_022917, NM_014753, NM_012238, NM_015703, NM_001004, NM_006392, NM_001005, NM_004704, NM_001007, NM_005791, NM_006413, NM_000978, NM_016093, NM_000979, NM_001011, NM_030980, NM_000972, NM_006993, NM_001363, NM_032168, NM_002948, NM_024654, NM_005452, NM_016042, NM_014062, NM_016183, NM_005049, NM_006784, NM_018146, NM_001016, NM_003683, NM_017746, NM_015056, NM_032860, NM_006638, NM_153005, NM_016037, NM_139281, NM_015462, NM_006824, NM_004053, NM_001032, NM_018128, NM_004728, NM_014503, NM_024839, NM_001040285, NM_014388, NM_015670, NM_183005, NM_000661, NM_014285, NM_018428, NM_033625, NM_024078, NM_024805, NM_015962, NM_003173, NM_004741, NM_016052, NM_001007074, NM_006453, NM_016355, NM_006649, NM_003973, NM_033416, NM_017916	4776	214	16792	1.6100909532084098	6.907257657117194E-4	4.318434419559036E-5	1.8322493876565815E-4
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	40	0.7531538316701186	5.558115984773101E-7	NM_194259, NM_007221, NM_006565, NM_018455, NM_001031741, NM_145697, NM_001012507, NM_014064, NM_006461, NM_052963, NM_182620, NM_020675, NM_004660, NM_018410, NM_016062, NM_018944, NM_003286, NM_018184, NM_007280, NM_004804, NM_138795, NM_145060, NM_001048194, NM_152562, NM_003137, NM_002497, NM_001269, NM_006101, NM_022362, NM_016343, NM_001005, NM_004523, NM_001813, NM_001152, NM_030808, NM_000400, NM_032182, NM_001012409, NM_020238, NM_014225, NM_001067	4776	68	16792	2.0681840575426147	0.004149395095866759	2.4455995646066597E-4	0.0011025905873096598
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	91	1.7134249670495199	8.745203926416625E-7	NM_031989, NM_012300, NM_016143, NM_033271, NM_001255, NM_016238, NM_000546, NM_001256, NM_005861, NM_014455, NM_007013, NM_015853, NM_002808, NM_181886, NM_002809, NM_005053, NM_002806, NM_014962, NM_002804, NM_014814, NM_002805, NM_021009, NM_002802, NM_002801, NM_003344, NM_030974, NM_016561, NM_018992, NM_001211, NM_004725, NM_012120, NM_003031, NM_001001481, NM_001786, NM_024787, NM_014901, NM_018955, NM_003592, NM_014248, NM_003590, NM_001077619, NM_022780, NM_002719, NM_005047, NM_002814, NM_006164, NM_004359, NM_002815, NM_002816, NM_022662, NM_002810, NM_001009552, NM_003336, NM_002358, NM_014875, NM_003338, NM_003502, NM_004313, NM_001008895, NM_004181, NM_002798, NM_001017405, NM_194460, NM_002794, NM_005977, NM_004041, NM_004083, NM_004993, NM_020429, NM_007126, NM_181713, NM_014885, NM_178588, NM_001002244, NM_002788, NM_057178, NM_181803, NM_182483, NM_024665, NM_012238, NM_012237, NM_176863, NM_002938, NM_005067, NM_017811, NM_016426, NM_020782, NM_005789, NM_002790, NM_002791, NM_002792, NM_002793, NM_017610, NM_004689	4776	203	16792	1.5760988852307514	0.006520935733267619	3.6339450722411293E-4	0.0017348235650804789
GOTERM_BP_DIRECT	GO:0031145~anaphase-promoting complex-dependent catabolic process	44	0.8284692148371304	1.0592531061831066E-6	NM_002798, NM_001255, NM_016238, NM_002794, NM_001256, NM_198433, NM_002808, NM_002809, NM_002806, NM_014885, NM_014814, NM_005030, NM_002804, NM_002805, NM_021009, NM_002802, NM_002801, NM_016263, NM_001002244, NM_001211, NM_002788, NM_004725, NM_181803, NM_032637, NM_176863, NM_001786, NM_018955, NM_003590, NM_005047, NM_014501, NM_002814, NM_005789, NM_002815, NM_002816, NM_002790, NM_002791, NM_002810, NM_022662, NM_002792, NM_002793, NM_002358, NM_003338, NM_004217, NM_031966, NM_004219	4776	79	16792	1.9582299684074382	0.007892962373128531	4.1698023349412416E-4	0.0021012821063148834
GOTERM_BP_DIRECT	GO:0006369~termination of RNA polymerase II transcription	37	0.6966672942948597	2.8217705732973887E-6	NM_014003, NM_005839, NM_002486, NM_001031684, NM_002370, NM_005131, NM_006831, NM_014740, NM_005626, NM_007362, NM_005782, NM_001326, NM_001325, NM_003096, NM_006758, NM_003095, NM_198216, NM_032881, NM_016207, NM_006711, NM_013291, NM_032361, NM_003016, NM_005105, NM_007359, NM_003769, NM_080632, NM_017437, NM_024339, NM_002383, NM_006275, NM_006924, NM_003594, NM_006425, NM_024811, NM_007279, NM_015046	4776	64	16792	2.0326371440536013	0.02088844539669865	0.0010549279439895365	0.005597564499526531
GOTERM_BP_DIRECT	GO:0000387~spliceosomal snRNP assembly	21	0.3954057616268123	2.9365647911873063E-6	NM_005701, NM_012321, NM_000344, NM_177542, NM_022877, NM_024775, NM_006109, NM_017856, NM_003096, NM_024102, NM_003095, NM_198216, NM_014706, NM_001293, NM_003093, NM_003616, NM_018047, NM_006938, NM_024707, NM_007178, NM_024831	4776	28	16792	2.6369346733668344	0.021728923931833233	0.001045570793312245	0.00582527623215201
